epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall
0,68,,,0.6481481194496155,0.6322115659713745,1.1942909955978394,0.7077161073684692,0.6481481790542603
0,68,0.6419073939323425,0.954201877117157,,,,,
1,137,,,0.6851851940155029,0.6598264575004578,1.4622464179992676,0.7027548551559448,0.6851851940155029
1,137,0.8642824292182922,0.3906605541706085,,,,,
2,206,,,0.7328042387962341,0.7133294343948364,1.2575587034225464,0.7859947085380554,0.7328041791915894
2,206,0.9037138819694519,0.27538618445396423,,,,,
3,275,,,0.7486772537231445,0.7565388679504395,0.7306161522865295,0.787623405456543,0.7486772537231445
3,275,0.9238881468772888,0.2239639014005661,,,,,
4,344,,,0.8121693134307861,0.811240017414093,0.715354323387146,0.8149482011795044,0.8121693134307861
4,344,0.9500229358673096,0.1509825438261032,,,,,
5,413,,,0.738095223903656,0.7419657707214355,0.8243687748908997,0.7952162623405457,0.7380952835083008
5,413,0.9582760334014893,0.12941411137580872,,,,,
6,482,,,0.7407407164573669,0.7365893125534058,1.3022801876068115,0.7789648771286011,0.7407407760620117
6,482,0.9495643973350525,0.16477109491825104,,,,,
7,551,,,0.7698412537574768,0.7501503229141235,0.9723973274230957,0.8037182092666626,0.7698412537574768
7,551,0.9587345123291016,0.1205393522977829,,,,,
8,620,,,0.7328042387962341,0.7291054725646973,1.0875548124313354,0.7682591676712036,0.7328042387962341
8,620,0.9408528208732605,0.16668948531150818,,,,,
9,689,,,0.817460298538208,0.8126148581504822,0.6582393646240234,0.8143982887268066,0.817460298538208
9,689,0.9711141586303711,0.08411138504743576,,,,,
10,758,,,0.8465608358383179,0.845359206199646,0.6323927044868469,0.8464426398277283,0.8465608358383179
10,758,0.9816597700119019,0.052951596677303314,,,,,
11,827,,,0.8492063283920288,0.8474318385124207,0.6252443194389343,0.8490089774131775,0.8492063283920288
11,827,0.9862448573112488,0.035923633724451065,,,,,
12,896,,,0.8544973731040955,0.8524037003517151,0.5871825218200684,0.8536642789840698,0.8544973134994507
12,896,0.9908298850059509,0.03303690627217293,,,,,
13,965,,,0.8571428656578064,0.8535167574882507,0.6211148500442505,0.858529806137085,0.8571428060531616
13,965,0.9922053813934326,0.024889856576919556,,,,,
14,1034,,,0.8703703880310059,0.8691387176513672,0.6014618277549744,0.8716567158699036,0.8703703880310059
14,1034,0.993122398853302,0.024402238428592682,,,,,
15,1103,,,0.8624338507652283,0.8603790998458862,0.6197037696838379,0.8622950315475464,0.8624338507652283
15,1103,0.9917469024658203,0.02283177338540554,,,,,
16,1172,,,0.8677248954772949,0.8675309419631958,0.608979344367981,0.8709194660186768,0.8677248954772949
16,1172,0.9958734512329102,0.014204843901097775,,,,,
17,1241,,,0.8650793433189392,0.8641290068626404,0.6107023358345032,0.8674800992012024,0.8650793433189392
17,1241,0.9935809373855591,0.0202250424772501,,,,,
18,1310,,,0.8624338507652283,0.8613624572753906,0.609758198261261,0.864855945110321,0.8624338507652283
18,1310,0.9967904686927795,0.013327304273843765,,,,,
19,1379,,,0.8650793433189392,0.8641290068626404,0.6084126234054565,0.8674800992012024,0.8650793433189392
19,1379,0.9972489476203918,0.011888629756867886,,,,,
20,1448,,,0.8624338507652283,0.8615381717681885,0.6144189834594727,0.8647482991218567,0.8624338507652283
20,1448,0.9958734512329102,0.01260059978812933,,,,,
21,1517,,,0.8650793433189392,0.8642629384994507,0.6164472699165344,0.8668383359909058,0.8650793433189392
21,1517,0.9977074861526489,0.010836992412805557,,,,,
22,1586,,,0.8624338507652283,0.8615381717681885,0.6197823286056519,0.8647482991218567,0.8624338507652283
22,1586,0.9967904686927795,0.009221207350492477,,,,,
23,1655,,,0.8624338507652283,0.8615381717681885,0.6154754757881165,0.8647482991218567,0.8624338507652283
23,1655,0.9963319301605225,0.014954984188079834,,,,,
24,1724,,,0.8624338507652283,0.8615381717681885,0.6158790588378906,0.8647482991218567,0.8624338507652283
24,1724,0.9963319301605225,0.01239845808595419,,,,,
25,1793,,,0.8624338507652283,0.8615381717681885,0.6161945462226868,0.8647482991218567,0.8624338507652283
25,1793,0.9958734512329102,0.014921675436198711,,,,,
26,1862,,,0.8650793433189392,0.8642629384994507,0.6133217811584473,0.8668383359909058,0.8650793433189392
26,1862,0.9944979548454285,0.013401186093688011,,,,,
27,1931,,,0.8650793433189392,0.8642629384994507,0.6122841238975525,0.8668383359909058,0.8650793433189392
27,1931,0.9972489476203918,0.011109610088169575,,,,,
28,2000,,,0.8650793433189392,0.8642629384994507,0.614929735660553,0.8668383359909058,0.8650793433189392
28,2000,0.9958734512329102,0.013122071512043476,,,,,
29,2069,,,0.8624338507652283,0.8615381717681885,0.6180221438407898,0.8647482991218567,0.8624338507652283
29,2069,0.9926639199256897,0.02137274108827114,,,,,
30,2138,,,0.8650793433189392,0.8642774820327759,0.6187899708747864,0.8674688339233398,0.8650793433189392
30,2138,0.9944979548454285,0.014065034687519073,,,,,
31,2207,,,0.8677248954772949,0.8670036792755127,0.6175010800361633,0.8702390789985657,0.8677248358726501
31,2207,0.9949564337730408,0.015954041853547096,,,,,
32,2276,,,0.8624338507652283,0.8615381717681885,0.6175768971443176,0.8647482991218567,0.8624338507652283
32,2276,0.9940394163131714,0.018505237996578217,,,,,
33,2345,,,0.8650793433189392,0.8642774820327759,0.6175517439842224,0.8674688339233398,0.8650793433189392
33,2345,0.9935809373855591,0.01836865022778511,,,,,
34,2414,,,0.8650793433189392,0.8642629384994507,0.6155914068222046,0.8668383359909058,0.8650793433189392
34,2414,0.9944979548454285,0.015133433975279331,,,,,
35,2483,,,0.8650793433189392,0.8642629384994507,0.6169326901435852,0.8668383359909058,0.8650793433189392
35,2483,0.9963319301605225,0.013485939241945744,,,,,
36,2552,,,0.8677248954772949,0.8670021891593933,0.6155422329902649,0.8695588111877441,0.8677248358726501
36,2552,0.9949564337730408,0.018733227625489235,,,,,
37,2621,,,0.8677248954772949,0.8670021891593933,0.6154172420501709,0.8695588111877441,0.8677248358726501
37,2621,0.9963319301605225,0.013297772035002708,,,,,
38,2690,,,0.8677248954772949,0.8670036792755127,0.616855263710022,0.8702390789985657,0.8677248358726501
38,2690,0.9954149723052979,0.013154791668057442,,,,,
39,2759,,,0.8650793433189392,0.8642774820327759,0.61790531873703,0.8674688339233398,0.8650793433189392
39,2759,0.9967904686927795,0.011459496803581715,,,,,
40,2828,,,0.8677248954772949,0.8670036792755127,0.6171593070030212,0.8702390789985657,0.8677248358726501
40,2828,0.9954149723052979,0.015433290973305702,,,,,
41,2897,,,0.8703703880310059,0.8697284460067749,0.6165379881858826,0.87232905626297,0.8703703880310059
41,2897,0.9940394163131714,0.01828864775598049,,,,,
42,2966,,,0.8677248954772949,0.8670021891593933,0.6165540218353271,0.8695588111877441,0.8677248358726501
42,2966,0.9949564337730408,0.017643455415964127,,,,,
43,3035,,,0.8650793433189392,0.8642629384994507,0.6146847605705261,0.8668383359909058,0.8650793433189392
43,3035,0.9958734512329102,0.015111268498003483,,,,,
44,3104,,,0.8650793433189392,0.8642774820327759,0.6174380779266357,0.8674688339233398,0.8650793433189392
44,3104,0.9935809373855591,0.018404556438326836,,,,,
45,3173,,,0.8677248954772949,0.8670021891593933,0.6153793931007385,0.8695588111877441,0.8677248358726501
45,3173,0.9949564337730408,0.01603892631828785,,,,,
46,3242,,,0.8677248954772949,0.8670021891593933,0.6160069108009338,0.8695588111877441,0.8677248358726501
46,3242,0.9958734512329102,0.013790908269584179,,,,,
47,3311,,,0.8677248954772949,0.8670036792755127,0.618195652961731,0.8702390789985657,0.8677248358726501
