epoch,step,train_acc,train_loss,val_acc,val_f1,val_loss,val_precision,val_recall
40,2828,,,0.8753315806388855,0.8743482828140259,0.6091415286064148,0.8789646625518799,0.8754118084907532
40,2828,0.9981659650802612,0.005827371031045914,,,,,
41,2897,,,0.8779841065406799,0.8769200444221497,0.6083409190177917,0.8810721635818481,0.8780573010444641
41,2897,0.9990829825401306,0.006524541415274143,,,,,
42,2966,,,0.8779841065406799,0.8769200444221497,0.6085258722305298,0.8810721635818481,0.8780573010444641
42,2966,0.9981659650802612,0.00825275108218193,,,,,
43,3035,,,0.8726790547370911,0.8719356060028076,0.6087881922721863,0.87696772813797,0.8727662563323975
43,3035,0.9972489476203918,0.008658010512590408,,,,,
44,3104,,,0.8726790547370911,0.8719356060028076,0.6135433912277222,0.87696772813797,0.8727662563323975
44,3104,0.9977074861526489,0.007373463362455368,,,,,
45,3173,,,0.8779841065406799,0.8769200444221497,0.6127260327339172,0.8810721635818481,0.8780573010444641
45,3173,0.9986245036125183,0.007473664358258247,,,,,
46,3242,,,0.8779841065406799,0.8769200444221497,0.6103113889694214,0.8810721635818481,0.8780573010444641
46,3242,0.9972489476203918,0.006133341230452061,,,,,
47,3311,,,0.8779841065406799,0.8767585754394531,0.6100355386734009,0.8804298043251038,0.8780573010444641
47,3311,0.9986245036125183,0.005532709416002035,,,,,
48,3380,,,0.8779841065406799,0.8767585754394531,0.6083133816719055,0.8804298043251038,0.8780573010444641
48,3380,0.9977074861526489,0.008332053199410439,,,,,
49,3449,,,0.8779841065406799,0.8767585754394531,0.6086581945419312,0.8804298043251038,0.8780573010444641
49,3449,0.9958734512329102,0.008655448444187641,,,,,
